,rouge1_with_stemming,rouge2_with_stemming,rougeL_with_stemming,rougeLsum_with_stemming,rouge1_without_stemming,rouge2_without_stemming,rougeL_without_stemming,rougeLsum_without_stemming,bert_score_precision,bert_score_recall,bert_score_f1,en_prob,es_prob,ru_prob,gu_prob,tr_prob,gen_len
ru_RU_en_XX_mono_adv_nll,31.9791,10.0456,25.5471,25.5382,30.4439,9.6156,24.5081,24.5013,76.2458,75.4111,75.764,99.7042,0.2106,0.0676,0.0003,0.0172,28.1197
tr_Benchmark,33.68,12.74,27.62,,,,,,,,,,,,,,
tr_TR_en_XX_baseline,41.1351,17.3151,33.9593,33.9643,39.5631,16.8037,32.9254,32.9297,79.7403,77.9818,78.7936,99.6258,0.2502,0.1181,0.0009,0.0049,25.6479
tr_TR_en_XX_mono,4.885,1.0548,4.3507,4.2924,4.691,1.0364,4.1902,4.1358,61.4085,64.6567,62.9389,1.7776,0.217,0.3352,0.0025,97.6677,29.1147
tr_TR_en_XX_mono_10,34.4455,12.1694,28.0261,27.9953,33.163,11.8185,27.1911,27.1756,76.9373,76.1227,76.4672,99.486,0.285,0.1147,0.1119,0.0024,27.1548
tr_TR_en_XX_mono_100,36.2706,13.1214,29.5638,29.5707,34.9116,12.742,28.6421,28.6373,77.6012,76.8376,77.1598,99.4878,0.0571,0.3338,0.1145,0.0068,27.6743
tr_TR_en_XX_mono_1000,39.2362,15.7851,32.4878,32.5022,37.7328,15.3258,31.437,31.4568,78.9932,77.6146,78.2372,99.5354,0.226,0.1152,0.1138,0.0096,26.6892
tr_TR_en_XX_mono_All,40.0858,16.5995,33.2425,33.2548,38.5073,16.1963,32.1764,32.1737,79.6902,77.5994,78.5728,99.2792,0.3657,0.2298,0.1144,0.0109,24.383
tr_TR_en_XX_mono_adv_kldivloss,33.0273,10.8805,26.523,26.5319,31.7569,10.5321,25.6541,25.654,75.8609,75.1803,75.4555,99.8836,0.0302,0.0001,0.0,0.0862,27.8486
tr_TR_en_XX_mono_adv_kldivloss_10,35.2115,12.2137,28.0689,28.0366,33.955,11.8329,27.2007,27.1581,76.444,76.4346,76.3814,99.5822,0.0816,0.0918,0.1126,0.1319,29.8406
tr_TR_en_XX_mono_adv_kldivloss_100,36.3229,12.9785,29.2713,29.2562,34.953,12.5418,28.2725,28.2455,77.4183,76.9086,77.1041,99.823,0.1317,0.0,0.0,0.0452,28.8876
tr_TR_en_XX_mono_adv_kldivloss_1000,39.0807,15.5597,31.9405,31.9347,37.6589,15.1003,30.9164,30.902,78.7974,77.5569,78.114,99.5999,0.2617,0.0202,0.1122,0.006,26.5103
tr_TR_en_XX_mono_adv_kldivloss_all,40.5773,16.9843,33.5948,33.5913,39.1285,16.5235,32.546,32.5157,79.5564,77.8755,78.6511,99.5388,0.2604,0.0344,0.1127,0.0537,25.7362
tr_TR_en_XX_mono_adv_nll,31.9638,10.311,25.859,25.8135,30.7647,9.9993,25.0312,24.9855,75.8034,74.69,75.1736,99.3621,0.3761,0.0097,0.0004,0.2517,25.3567
tr_TR_tr_TR_baseline,29.9756,11.8443,25.7618,25.7821,29.9086,11.817,25.7034,25.7285,75.9805,75.1649,75.5045,0.0292,0.1942,0.0,0.0,99.7765,23.1422
tr_TR_tr_TR_mono,20.4994,5.984,17.6905,17.6766,20.3326,5.9432,17.5435,17.5314,72.5249,70.2418,71.2712,2.362,0.332,0.3444,0.0028,96.9588,19.953
tr_TR_tr_TR_mono_10,25.7124,8.4713,21.8618,21.8798,25.6009,8.4404,21.7856,21.7957,74.9309,73.5649,74.1694,0.1711,0.3469,0.0,0.0,99.482,21.7202
tr_TR_tr_TR_mono_100,27.9174,9.6607,23.7686,23.7797,27.8124,9.6333,23.6926,23.7046,75.5104,74.595,74.9848,0.0372,0.3104,0.0,0.0,99.6524,23.0126
tr_TR_tr_TR_mono_1000,29.7212,11.3463,25.7011,25.6806,29.6337,11.2997,25.6278,25.6074,76.4408,74.8693,75.5722,0.025,0.0904,0.0,0.0,99.8846,21.4484
tr_TR_tr_TR_mono_All,29.0639,11.0603,24.1176,24.141,28.95,11.0261,24.022,24.0512,74.8892,74.9265,74.8469,0.0677,0.001,0.0,0.0,99.9313,25.0585
tr_TR_tr_TR_mono_adv_kldivloss,3.6898,0.5626,3.3796,3.3466,3.5649,0.5465,3.2615,3.2255,60.5893,62.2817,61.3779,77.1789,22.4711,0.1147,0.0,0.2353,64.2076
tr_TR_tr_TR_mono_adv_kldivloss_10,24.6229,7.7275,20.8691,20.8829,24.4465,7.68,20.7159,20.7254,74.4408,72.8607,73.5687,0.1699,0.2544,0.0002,0.0,99.5754,21.6537
tr_TR_tr_TR_mono_adv_kldivloss_100,26.8023,8.8306,22.6409,22.6349,26.7311,8.8048,22.5736,22.571,75.1534,74.2859,74.651,0.0244,0.0904,0.0,0.0,99.8852,23.0161
tr_TR_tr_TR_mono_adv_kldivloss_1000,29.6886,11.2808,25.5679,25.5482,29.5828,11.2406,25.4745,25.4525,76.3631,74.743,75.4743,0.0263,0.0912,0.0,0.0,99.8825,21.0275
tr_TR_tr_TR_mono_adv_kldivloss_all,30.3827,12.2847,26.2848,26.263,30.2641,12.2511,26.1828,26.1591,76.4962,75.039,75.6909,0.1264,0.2031,0.0,0.0,99.6706,21.6663
tr_TR_tr_TR_mono_adv_nll,8.5445,1.826,7.6665,7.5961,8.3298,1.8112,7.5133,7.441,64.238,64.1418,64.1031,63.6376,5.8982,1.5005,0.0004,28.9633,46.672
