,rouge1_with_stemming,rouge2_with_stemming,rougeL_with_stemming,rougeLsum_with_stemming,rouge1_without_stemming,rouge2_without_stemming,rougeL_without_stemming,rougeLsum_without_stemming,bert_score_precision,bert_score_recall,bert_score_f1,en_prob,es_prob,ru_prob,gu_prob,tr_prob,gen_len
en_Benchmark,37.601,15.1536,29.8817,,,,,,,,,,,,,,
en_XX,40.3368,17.3285,32.2938,32.2456,38.7078,16.8017,31.3694,31.3177,79.8302,77.4711,78.5961,99.9754,0.0246,0.0,0.0,0.0,17.1764
en_XX_baseline,40.3815,17.111,32.067,32.0142,38.7599,16.6077,31.1541,31.0941,79.4748,77.675,78.528,99.9912,0.0088,0.0,0.0,0.0,18.3019
en_XX_multiEnEsRu,40.6798,17.4485,32.4811,32.4296,39.0688,16.9336,31.5792,31.5191,79.7401,77.6973,78.6692,99.9844,0.0156,0.0,0.0,0.0,17.8513
es_Benchmark,31.5071,11.8767,24.0746,,,,,,,,,,,,,,
es_XX_baseline,34.6776,13.1532,26.1849,26.1797,33.1585,12.7518,25.3952,25.3899,75.5481,72.8577,74.1227,0.021,99.979,0.0,0.0,0.0,20.7046
es_XX_multiEnEsRu,34.981,13.4076,26.4004,26.3933,33.4628,12.9961,25.6087,25.6011,75.6814,72.8626,74.1888,0.021,99.9625,0.0,0.0,0.0165,20.3267
es_XX_tuned_10,26.2203,6.9375,19.2514,19.2565,24.8193,6.6334,18.5377,18.5422,70.962,69.6735,70.2318,2.3361,97.6526,0.0089,0.0004,0.0021,22.3437
es_XX_tuned_100,30.0093,8.8048,21.8608,21.8612,28.571,8.4557,21.1348,21.1347,72.7085,71.1395,71.8601,0.0547,99.943,0.0018,0.0001,0.0004,22.6634
es_XX_tuned_1000,31.5891,10.3798,23.262,23.2555,30.0857,9.9654,22.4672,22.4604,73.78,71.7417,72.6899,0.0928,99.9072,0.0,0.0,0.0,21.9708
es_XX_tuned_10000,33.4638,11.8287,24.843,24.838,32.0129,11.4193,24.0682,24.0637,74.4908,72.1798,73.2556,0.0,100.0,0.0,0.0,0.0,21.7506
es_XX_tuned_all,34.3463,13.22,26.2305,26.2243,32.9191,12.8187,25.453,25.4464,75.973,72.3254,74.0459,0.0,99.9837,0.0,0.0,0.0163,18.1849
es_XX_zero,8.2817,1.242,6.5899,6.5841,7.403,1.1867,6.0297,6.0225,64.9204,68.3523,66.563,99.9131,0.0869,0.0,0.0,0.0,51.7603
es_translated,22.8867,4.3585,16.6634,16.6594,21.7834,4.141,16.0988,16.0946,68.3596,67.7264,68.0021,0.0,100.0,0.0,0.0,0.0,27.5945
gu_Benchmark,21.9619,7.7417,19.86,,,,,,,,,,,,,,
