,rouge1_with_stemming,rouge2_with_stemming,rougeL_with_stemming,rougeLsum_with_stemming,rouge1_without_stemming,rouge2_without_stemming,rougeL_without_stemming,rougeLsum_without_stemming,bert_score_precision,bert_score_recall,bert_score_f1,en_prob,es_prob,ru_prob,gu_prob,tr_prob,gen_len,rouge1_low_with_stemming,rouge1_mid_with_stemming,rouge1_high_with_stemming,rouge2_low_with_stemming,rouge2_mid_with_stemming,rouge2_high_with_stemming,rougeL_low_with_stemming,rougeL_mid_with_stemming,rougeL_high_with_stemming,rougeLsum_low_with_stemming,rougeLsum_mid_with_stemming,rougeLsum_high_with_stemming,rouge1_low_without_stemming,rouge1_mid_without_stemming,rouge1_high_without_stemming,rouge2_low_without_stemming,rouge2_mid_without_stemming,rouge2_high_without_stemming,rougeL_low_without_stemming,rougeL_mid_without_stemming,rougeL_high_without_stemming,rougeLsum_low_without_stemming,rougeLsum_mid_without_stemming,rougeLsum_high_without_stemming,bert_score_precision_low,bert_score_precision_mid,bert_score_precision_high,bert_score_recall_low,bert_score_recall_mid,bert_score_recall_high,bert_score_f1_low,bert_score_f1_mid,bert_score_f1_high
es_XX_en_XX_mono_adv_kldivloss,33.094,10.3709,26.5099,26.5045,31.4982,9.9084,25.3982,25.3988,76.5098,75.7162,76.0527,98.2672,1.6968,0.0293,0.0001,0.0066,28.3105,32.9378,33.094,33.2739,10.2453,10.3662,10.4981,26.3639,26.5036,26.6551,26.3364,26.511,26.6701,31.3218,31.4957,31.6712,9.7772,9.9125,10.04,25.2584,25.4019,25.5457,25.233,25.3962,25.5447,76.4454,76.5092,76.575,75.6543,75.7187,75.7853,75.9943,76.0535,76.1089
es_XX_en_XX_mono_adv_kldivloss_tuned,33.6052,10.6782,26.8653,26.8576,31.9829,10.2205,25.7539,25.7482,76.6247,75.8872,76.1987,98.698,1.2828,0.0067,0.0047,0.0079,28.8752,33.4428,33.6116,33.7799,10.5393,10.6768,10.8136,26.7144,26.8596,27.0057,26.7124,26.8602,27.0161,31.8098,31.9839,32.1448,10.093,10.2244,10.3581,25.6124,25.7522,25.9036,25.5928,25.7477,25.9147,76.5594,76.6241,76.6873,75.8247,75.8902,75.9549,76.141,76.1985,76.2575
es_XX_en_XX_mono_adv_nll,30.9634,9.512,24.8933,24.8922,29.4688,9.0971,23.8642,23.8593,75.8724,75.1142,75.4291,92.4388,7.545,0.004,0.0002,0.012,28.8114,30.7933,30.9764,31.1615,9.3989,9.5156,9.6402,24.7442,24.901,25.0719,24.7278,24.8976,25.0721,29.2904,29.4738,29.6564,8.9727,9.1022,9.227,23.7096,23.8671,24.0298,23.7038,23.8607,24.0306,75.7998,75.8717,75.9408,75.0488,75.1172,75.1859,75.3675,75.428,75.491
es_XX_en_XX_mono_adv_nll_tuned,21.5142,6.2555,17.4231,17.4056,20.3827,5.968,16.6333,16.613,72.3618,73.6906,72.9443,61.4079,38.5763,0.0077,0.0001,0.0079,39.1035,21.3095,21.525,21.7258,6.1395,6.255,6.3738,17.2445,17.4227,17.606,17.2237,17.4073,17.6022,20.1698,20.3806,20.5835,5.8518,5.9768,6.0822,16.4481,16.6276,16.8237,16.4375,16.6133,16.7897,72.2755,72.3614,72.4426,73.6281,73.6926,73.7594,72.8805,72.946,73.0158
es_XX_en_XX_mono_en,21.3125,5.6982,18.0097,18.0033,20.1738,5.4621,17.1706,17.1533,73.8554,71.9483,72.8352,57.3911,42.5655,0.0192,0.0004,0.0238,19.6661,21.1369,21.3153,21.4912,5.5949,5.6953,5.8125,17.8608,18.0106,18.1742,17.8454,17.9972,18.1698,19.9976,20.1832,20.3633,5.3665,5.4709,5.5703,17.0093,17.1672,17.3312,17.0141,17.1587,17.305,73.7861,73.8571,73.9199,71.8819,71.9489,72.0203,72.7762,72.8383,72.9001
es_XX_en_XX_mono_en_10,32.933,10.2086,26.1093,26.1061,31.3335,9.7753,25.0268,25.0209,76.5197,75.7328,76.0694,99.5562,0.4314,0.0053,0.0001,0.007,28.6364,32.769,32.9421,33.1018,10.0864,10.2103,10.3356,25.973,26.1144,26.2601,25.9558,26.1106,26.2545,31.17,31.339,31.498,9.6535,9.7804,9.8958,24.8718,25.0229,25.1873,24.8802,25.0242,25.1704,76.4554,76.5186,76.5756,75.6706,75.7364,75.7923,76.0147,76.0686,76.127
es_XX_en_XX_mono_en_100,33.9002,10.9024,26.9225,26.9219,32.2365,10.42,25.7762,25.7735,76.8409,76.2144,76.4673,99.7118,0.2686,0.0063,0.0045,0.0088,28.8587,33.7335,33.9096,34.0767,10.7763,10.8988,11.0327,26.774,26.9222,27.0692,26.7707,26.9233,27.0754,32.081,32.2347,32.4125,10.2974,10.4231,10.5539,25.6269,25.7757,25.9428,25.6355,25.7756,25.9253,76.7742,76.8409,76.9054,76.1506,76.2172,76.2741,76.413,76.4682,76.524
es_XX_en_XX_mono_en_1000,35.0245,11.7019,27.9375,27.9343,33.2896,11.1667,26.757,26.7506,77.4953,76.5782,76.9746,99.8138,0.171,0.0017,0.0045,0.0089,28.1318,34.862,35.0311,35.2053,11.5573,11.7003,11.8342,27.7861,27.9425,28.0985,27.7745,27.9356,28.0899,33.1179,33.2905,33.4686,11.0446,11.1722,11.3006,26.5897,26.7507,26.9325,26.6049,26.7538,26.9136,77.4299,77.4955,77.5549,76.5161,76.5801,76.6447,76.9222,76.9756,77.0313
es_XX_en_XX_mono_en_10000,36.9106,13.3271,29.7551,29.7616,35.1139,12.7241,28.4814,28.4808,78.403,76.9561,77.6119,99.7842,0.1909,0.012,0.0047,0.0082,26.9388,36.733,36.9181,37.1024,13.1806,13.3237,13.4781,29.5936,29.7577,29.9281,29.5927,29.7576,29.9151,34.9443,35.1197,35.2907,12.5797,12.7241,12.8747,28.3106,28.4737,28.6524,28.314,28.4829,28.6527,78.3365,78.4026,78.4676,76.8911,76.9575,77.0208,77.5546,77.6132,77.6718
es_XX_en_XX_supervised,38.4202,14.7607,31.4158,31.4219,36.492,14.052,30.0131,30.0215,79.3239,77.107,78.136,99.7667,0.1846,0.0206,0.0061,0.022,24.2771,38.2395,38.4277,38.625,14.6134,14.7621,14.9271,31.2479,31.4126,31.5807,31.2401,31.4148,31.5924,36.2985,36.4974,36.6805,13.8965,14.0537,14.2128,29.8383,30.0122,30.2067,29.8503,30.0193,30.1854,79.257,79.323,79.3915,77.0326,77.1086,77.1711,78.0754,78.137,78.2021
es_XX_ru_RU_mono,0.5775,0.1074,0.5504,0.5229,0.5728,0.1072,0.5472,0.5189,63.7634,65.5629,64.6218,0.0,100.0,0.0,0.0,0.0,65.0659,0.5363,0.5768,0.62,0.0948,0.1075,0.1226,0.5139,0.551,0.5875,0.4876,0.5217,0.5568,0.5365,0.5727,0.61,0.0936,0.1068,0.1219,0.5132,0.5482,0.5856,0.4821,0.5196,0.555,63.7069,63.7637,63.8199,65.5199,65.5631,65.6082,64.5781,64.6227,64.6664
es_XX_ru_RU_mono_10,16.0379,3.9216,13.692,13.6701,16.0263,3.9243,13.6958,13.6784,74.0544,72.016,72.9678,0.0,0.0114,99.9886,0.0,0.0,20.3745,15.8029,16.0314,16.267,3.7817,3.9291,4.0627,13.4882,13.6938,13.8992,13.4813,13.667,13.8862,15.7947,16.0211,16.2639,3.7981,3.9261,4.077,13.4869,13.6975,13.9151,13.4591,13.6708,13.8824,73.9652,74.0564,74.1508,71.9284,72.0173,72.1116,72.8877,72.9701,73.0526
es_XX_ru_RU_mono_100,17.9775,4.4693,15.0252,15.0161,17.9737,4.4745,15.0202,15.0148,74.2247,73.2843,73.7012,0.0,0.0,100.0,0.0,0.0,23.745,17.7553,17.9797,18.2162,4.3319,4.4733,4.6128,14.8245,15.0307,15.2429,14.8014,15.0102,15.2226,17.7296,17.9723,18.2148,4.3348,4.4719,4.6185,14.8244,15.0294,15.2481,14.8047,15.014,15.247,74.1403,74.2255,74.3197,73.1911,73.2836,73.3767,73.6252,73.7016,73.7846
es_XX_ru_RU_mono_1000,19.0614,4.9703,15.9647,15.942,19.0487,4.9789,15.9585,15.947,74.6658,73.658,74.105,0.0,0.0,100.0,0.0,0.0,23.3832,18.8166,19.0633,19.2925,4.8162,4.9748,5.1355,15.7411,15.9648,16.1765,15.7347,15.9358,16.1709,18.8048,19.0458,19.3087,4.8292,4.9743,5.1397,15.732,15.9613,16.1685,15.74,15.9393,16.1675,74.5726,74.6668,74.7593,73.563,73.6578,73.7561,74.0185,74.1066,74.1846
es_XX_ru_RU_mono_10000,20.5323,5.8893,17.3955,17.3797,20.5274,5.8928,17.3841,17.3763,75.6572,74.0972,74.8124,0.0,0.0,100.0,0.0,0.0,21.9628,20.2497,20.5273,20.8005,5.7309,5.9,6.0813,17.1428,17.3906,17.6261,17.1338,17.377,17.6295,20.2678,20.5146,20.7903,5.7346,5.8974,6.0769,17.1512,17.3908,17.6267,17.1506,17.3822,17.6284,75.5624,75.6593,75.7559,74.0038,74.0947,74.2066,74.7276,74.8134,74.9009
es_XX_ru_RU_mono_adv_kldivloss,17.188,4.2182,14.3799,14.3644,17.1778,4.2133,14.3699,14.3603,73.3223,72.6796,72.9449,0.0,0.3434,99.6566,0.0,0.0,24.5469,16.9543,17.1871,17.4089,4.0707,4.2177,4.3652,14.1635,14.3817,14.5878,14.1685,14.3576,14.554,16.9514,17.176,17.4149,4.071,4.211,4.3558,14.1747,14.3653,14.5921,14.1508,14.362,14.5706,73.2318,73.324,73.42,72.583,72.6817,72.7747,72.8616,72.9439,73.0242
es_XX_ru_RU_mono_adv_kldivloss_tuned,16.2402,3.9582,13.6499,13.6249,16.2378,3.9579,13.6335,13.6227,72.9083,72.4811,72.6434,0.0,4.6245,95.3755,0.0,0.0,26.2383,15.9886,16.2398,16.4962,3.8135,3.9599,4.1057,13.4363,13.6447,13.8614,13.4146,13.6194,13.8359,15.9835,16.2369,16.4612,3.8209,3.9541,4.1079,13.44,13.6487,13.8466,13.3865,13.6219,13.8403,72.8076,72.9079,73.0104,72.3799,72.4819,72.5767,72.5549,72.6462,72.7303
es_XX_ru_RU_mono_adv_nll,14.8585,3.5863,12.4692,12.4489,14.8477,3.5846,12.4619,12.4362,72.1441,71.3418,71.6866,0.0062,10.5304,89.4634,0.0,0.0,27.3278,14.6243,14.8466,15.0894,3.4565,3.5909,3.7168,12.235,12.4641,12.6792,12.2328,12.4443,12.6424,14.6023,14.8437,15.0971,3.4539,3.5844,3.7294,12.235,12.4594,12.688,12.2405,12.4415,12.6497,72.0431,72.1447,72.2514,71.2351,71.343,71.4425,71.5981,71.6884,71.7823
es_XX_ru_RU_mono_adv_nll_tuned,9.4636,2.2827,7.9949,7.9689,9.4566,2.2841,7.9826,7.9526,68.957,69.5724,69.2174,0.0114,44.826,55.1626,0.0,0.0,42.1686,9.2494,9.4608,9.7154,2.1731,2.2864,2.3953,7.791,7.9857,8.224,7.7764,7.9645,8.1686,9.227,9.4651,9.6708,2.163,2.2807,2.3939,7.7824,7.985,8.2004,7.7501,7.9533,8.169,68.84,68.9565,69.0789,69.474,69.5735,69.6795,69.1131,69.2203,69.3261
es_XX_ru_RU_mono_en,0.6441,0.1132,0.603,0.5757,0.631,0.1118,0.5944,0.5678,60.8614,62.6074,61.6882,75.4546,24.534,0.0114,0.0,0.0,57.5227,0.5985,0.6427,0.6872,0.1001,0.1135,0.1292,0.5638,0.6031,0.6452,0.5374,0.5752,0.6129,0.5904,0.6308,0.6733,0.0976,0.1117,0.1274,0.554,0.5952,0.6333,0.5274,0.5674,0.6066,60.7992,60.861,60.9223,62.561,62.6074,62.6555,61.6396,61.6887,61.7339
es_XX_ru_RU_mono_en_10,9.9007,1.4673,8.5877,8.5677,9.8861,1.4676,8.5804,8.5545,71.8272,68.5449,70.094,1.5016,0.4367,98.0516,0.0007,0.0095,15.9489,9.7325,9.9012,10.0917,1.3906,1.4662,1.5374,8.42,8.5817,8.7334,8.4091,8.5581,8.7132,9.7117,9.8873,10.0595,1.3903,1.4662,1.5451,8.4304,8.5794,8.7279,8.4014,8.5606,8.7223,71.7375,71.8266,71.9142,68.4578,68.5471,68.6419,70.0112,70.0954,70.178
es_XX_ru_RU_mono_en_100,14.796,2.6806,12.1592,12.1466,14.7861,2.6774,12.159,12.1434,73.245,72.2371,72.6918,0.0,0.0,100.0,0.0,0.0,23.934,14.6005,14.7951,14.9827,2.5885,2.6803,2.7828,11.9845,12.1606,12.3408,11.9675,12.1407,12.3191,14.5922,14.7844,14.9786,2.5813,2.6842,2.7725,11.9774,12.159,12.343,11.9746,12.1465,12.3233,73.1672,73.2464,73.3252,72.157,72.2373,72.3234,72.6142,72.6928,72.7707
es_XX_ru_RU_mono_en_1000,17.009,3.7665,14.1045,14.0933,17.0006,3.7631,14.1097,14.0832,74.2319,72.8888,73.5022,0.0,0.0,100.0,0.0,0.0,22.5892,16.794,17.0018,17.2337,3.6526,3.7674,3.8935,13.9133,14.1201,14.3047,13.8986,14.0829,14.288,16.7754,17.0012,17.2311,3.6535,3.7661,3.8887,13.9199,14.1111,14.3078,13.9014,14.0888,14.3004,74.144,74.2348,74.3227,72.8038,72.8898,72.9829,73.4251,73.5029,73.5814
es_XX_ru_RU_mono_en_10000,19.1866,5.0846,16.1791,16.161,19.1712,5.0767,16.1761,16.1566,75.524,73.5443,74.4662,0.0,0.0,100.0,0.0,0.0,20.9177,18.9525,19.1813,19.4428,4.9351,5.0849,5.2302,15.9309,16.1788,16.4069,15.9342,16.1585,16.3753,18.9355,19.1708,19.42,4.9327,5.0761,5.2426,15.9468,16.179,16.4102,15.9362,16.1527,16.3809,75.4286,75.5274,75.6174,73.4573,73.5451,73.6428,74.3828,74.4676,74.555
es_XX_ru_RU_supervised,21.0575,6.1469,17.9992,17.9955,21.037,6.1492,18.0032,17.9929,76.4851,74.0061,75.1659,0.0,0.0,100.0,0.0,0.0,19.5963,20.7739,21.0407,21.3079,5.982,6.1478,6.3295,17.7398,18.0023,18.2368,17.7633,17.9941,18.2384,20.7599,21.0347,21.3102,5.9821,6.1478,6.3276,17.7485,18.0008,18.2515,17.7498,17.9912,18.2271,76.3879,76.4884,76.5848,73.8978,74.0068,74.116,75.0733,75.1676,75.2581
es_en_translated_nllb,37.8928,14.4687,31.1357,31.1349,35.9974,13.7654,29.7549,29.7622,79.3663,77.0797,78.1431,99.6716,0.2982,0.0128,0.0049,0.0123,23.8713,37.7185,37.9056,38.1009,14.3095,14.4634,14.622,30.9632,31.1399,31.3029,30.9597,31.1375,31.3219,35.8103,35.9918,36.1693,13.6161,13.7631,13.9154,29.585,29.7584,29.9285,29.5898,29.7646,29.9338,79.3056,79.3647,79.4291,77.0158,77.0793,77.1486,78.0831,78.143,78.203
es_ru_translated_nllb,16.6869,3.6632,14.4062,14.3759,16.6702,3.6596,14.4052,14.3808,75.0106,72.657,73.7646,0.0,0.0,100.0,0.0,0.0,19.4945,16.4328,16.6732,16.9009,3.539,3.663,3.7847,14.1867,14.4084,14.6181,14.1794,14.383,14.583,16.4683,16.6763,16.9031,3.5409,3.6594,3.7826,14.1864,14.3988,14.6006,14.1822,14.3891,14.586,74.9211,75.0097,75.101,72.5569,72.6535,72.7479,73.6773,73.7624,73.8484
ru_Benchmark,32.91,11.83,27.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
