,rouge1_with_stemming,rouge2_with_stemming,rougeL_with_stemming,rougeLsum_with_stemming,rouge1_without_stemming,rouge2_without_stemming,rougeL_without_stemming,rougeLsum_without_stemming,bert_score_precision,bert_score_recall,bert_score_f1,en_prob,es_prob,ru_prob,gu_prob,tr_prob,gen_len
en_XX_tr_TR_mono,2.7996,0.4924,2.5783,2.5275,2.6943,0.4784,2.4779,2.425,60.3684,61.5171,60.8968,100.0,0.0,0.0,0.0,0.0,65.8154
en_XX_tr_TR_mono_adv_kldivloss,2.86,0.4974,2.6281,2.5574,2.7548,0.4816,2.5262,2.453,60.5297,61.5715,61.006,99.8853,0.0,0.1147,0.0,0.0,66.1548
en_XX_tr_TR_mono_adv_kldivloss_new,2.7279,0.4864,2.5428,2.4648,2.6415,0.4706,2.4583,2.3815,60.3113,61.5235,60.8703,100.0,0.0,0.0,0.0,0.0,66.9782
en_XX_tr_TR_mono_en,2.775,0.479,2.5822,2.5274,2.674,0.4637,2.4872,2.4267,60.3688,61.6909,60.9817,100.0,0.0,0.0,0.0,0.0,66.281
es_XX_en_XX_mono,2.4283,0.1369,2.218,2.1903,2.1914,0.1337,2.0126,1.9841,65.3642,70.5411,67.8161,0.0092,99.9862,0.0046,0.0,0.0,63.9902
es_XX_en_XX_mono_adv_kldivloss,2.4686,0.1479,2.26,2.2352,2.2282,0.1446,2.0524,2.0264,65.7982,70.6205,68.0874,0.0614,99.888,0.0506,0.0,0.0,62.5808
es_XX_en_XX_mono_adv_kldivloss_new,2.4568,0.1467,2.2463,2.219,2.2226,0.144,2.0443,2.0172,65.4953,70.574,67.9026,0.1473,99.848,0.0046,0.0,0.0,64.0797
es_XX_en_XX_mono_en,8.2761,1.3296,7.3859,7.3596,7.6177,1.2664,6.8449,6.8197,70.4326,71.1047,70.7098,4.3764,95.5816,0.025,0.0004,0.0167,28.7143
es_XX_ru_RU_mono,0.6035,0.1105,0.5685,0.5418,0.5998,0.1103,0.5652,0.5381,63.8217,65.5441,64.6436,0.0,100.0,0.0,0.0,0.0,64.8482
es_XX_ru_RU_mono_adv_kldivloss,0.6241,0.117,0.5954,0.5661,0.6203,0.1164,0.5912,0.5623,63.9576,65.5414,64.7119,0.0343,99.7482,0.2175,0.0,0.0,65.239
es_XX_ru_RU_mono_adv_kldivloss_new,0.5971,0.1057,0.5651,0.5382,0.5934,0.1048,0.5614,0.535,63.8113,65.5827,64.6571,0.0687,99.8626,0.0687,0.0,0.0,65.6553
es_XX_ru_RU_mono_en,0.596,0.1023,0.5628,0.5372,0.5894,0.102,0.5574,0.5315,62.7364,64.7027,63.6768,1.8802,98.1198,0.0,0.0,0.0,59.025
ru_RU_en_XX_mono,0.75,0.1412,0.7097,0.6828,0.737,0.1401,0.6993,0.6717,60.7382,66.3102,63.3716,0.0,0.0,100.0,0.0,0.0,46.318
ru_RU_en_XX_mono_adv_kldivloss,0.8511,0.1816,0.7873,0.7576,0.8314,0.1793,0.7722,0.7413,60.9304,66.3686,63.5026,0.2997,0.0116,99.6888,0.0,0.0,45.5352
ru_RU_en_XX_mono_adv_kldivloss_new,1.0221,0.2283,0.9391,0.9129,0.9993,0.2248,0.921,0.8939,60.9562,66.4256,63.5403,0.8184,0.0133,99.1681,0.0,0.0002,46.0725
ru_RU_en_XX_mono_en,4.376,1.1218,3.9248,3.8996,4.2082,1.0936,3.7895,3.7609,64.2037,67.4721,65.7502,1.6584,0.0294,98.3057,0.0002,0.0063,26.5101
tr_TR_en_XX_mono,3.1205,0.4938,2.8761,2.8315,2.9687,0.4895,2.7468,2.7015,58.7072,63.8095,61.111,0.0,0.0,0.0,0.0,100.0,41.9461
tr_TR_en_XX_mono_adv_kldivloss,25.2601,7.5924,20.26,20.2388,24.2144,7.3141,19.5387,19.52,72.583,72.346,72.3795,77.1845,0.73,21.2198,0.0007,0.8651,27.8761
tr_TR_en_XX_mono_adv_kldivloss_new,23.881,6.4201,19.3535,19.3141,22.8298,6.1727,18.6182,18.592,72.3089,72.2887,72.2157,78.0351,18.9181,2.4284,0.0044,0.614,28.2592
tr_TR_en_XX_mono_en,4.911,0.9718,4.5149,4.4556,4.6317,0.9649,4.2768,4.2189,62.2815,64.6851,63.4067,2.006,0.3652,0.2283,0.0077,97.3927,23.3521
tr_TR_tr_TR_mono,22.8046,7.2032,19.6044,19.5894,22.701,7.1702,19.5342,19.5146,73.3508,72.3936,72.7896,0.0413,0.0397,0.1143,0.0003,99.8044,21.9507
tr_TR_tr_TR_mono_adv_kldivloss,3.5085,0.586,3.1929,3.1313,3.4173,0.582,3.1201,3.0553,60.0863,61.6479,60.815,51.0429,0.8752,47.2733,0.0011,0.8076,55.3085
tr_TR_tr_TR_mono_adv_kldivloss_new,4.0255,0.6257,3.6579,3.6066,3.8739,0.5971,3.5286,3.4674,60.5866,62.0213,61.25,52.8021,44.3297,2.5242,0.0,0.344,59.7511
tr_TR_tr_TR_mono_en,20.6047,6.0366,17.6605,17.6501,20.5353,6.0048,17.6199,17.6082,72.528,71.1517,71.7561,1.728,0.1586,0.2087,0.0068,97.8979,20.0872
