,rouge1_with_stemming,rouge2_with_stemming,rougeL_with_stemming,rougeLsum_with_stemming,rouge1_without_stemming,rouge2_without_stemming,rougeL_without_stemming,rougeLsum_without_stemming,bert_score_precision,bert_score_recall,bert_score_f1,en_prob,es_prob,ru_prob,gu_prob,tr_prob,gen_len
en_XX_tr_TR_baseline,23.7596,8.0929,20.725,20.6656,23.6907,8.0685,20.6777,20.6149,74.2092,72.3162,73.1987,0.0,0.0001,0.0,0.0,99.9999,20.2179
en_XX_tr_TR_mono,2.7613,0.4691,2.5105,2.4616,2.6609,0.4635,2.4088,2.3589,60.124,61.473,60.7498,100.0,0.0,0.0,0.0,0.0,65.2603
en_XX_tr_TR_mono_adv_kldivloss,2.4198,0.3897,2.2258,2.1638,2.3434,0.3777,2.1493,2.0883,60.599,62.4302,61.4646,16.9725,72.133,10.8945,0.0,0.0,62.7729
en_XX_tr_TR_mono_adv_kldivloss_tuned,2.3245,0.4036,2.1679,2.1125,2.2696,0.3904,2.1079,2.0545,59.6904,61.8348,60.706,27.2936,22.5917,50.1147,0.0,0.0,55.2489
en_tr_translated,12.9562,2.7169,11.7736,11.7183,12.8448,2.7025,11.6795,11.6141,71.0797,70.2313,70.6182,0.1692,0.0744,0.0,0.0,99.7565,19.7007
es_Benchmark,38.3,15.37,32.4,,,,,,,,,,,,,,
es_XX_en_XX_baseline,38.4252,14.7611,31.4139,31.4158,36.4931,14.0558,30.0128,30.0143,79.3214,77.1136,78.1382,99.7636,0.1877,0.0165,0.0061,0.0261,24.2768
es_XX_en_XX_mono,2.3097,0.1204,2.1187,2.0922,2.0891,0.118,1.9272,1.9008,65.08,70.4835,67.6345,0.0092,99.9908,0.0,0.0,0.0,63.7771
es_XX_en_XX_mono_adv_kldivloss,34.3933,11.1895,27.4362,27.4372,32.737,10.7005,26.3062,26.3054,77.1471,76.0502,76.5359,99.6535,0.3301,0.0066,0.0001,0.0097,27.7338
es_XX_en_XX_mono_adv_kldivloss_tuned,34.5476,11.2312,27.6629,27.6704,32.8874,10.7439,26.5264,26.5365,77.4411,76.051,76.683,99.5948,0.3714,0.011,0.0092,0.0136,26.5502
es_XX_ru_RU_baseline,21.0419,6.1531,18.0109,18.0026,21.0394,6.1524,18.0097,18.002,76.4812,74.0105,75.1662,0.0,0.0,100.0,0.0,0.0,19.6103
