,rouge1_with_stemming,rouge2_with_stemming,rougeL_with_stemming,rougeLsum_with_stemming,rouge1_without_stemming,rouge2_without_stemming,rougeL_without_stemming,rougeLsum_without_stemming,bert_score_precision,bert_score_recall,bert_score_f1,en_prob,es_prob,ru_prob,gu_prob,tr_prob,gen_len
en_Benchmark,37.601,15.1536,29.8817,,,,,,,,,,,,,,
en_XX,40.5253,17.4165,32.4709,32.4203,38.9188,16.9118,31.5465,31.4888,79.8726,77.6152,78.6922,99.9897,0.0103,0.0,0.0,0.0,17.3082
en_XX_baseline,40.3815,17.111,32.067,32.0142,38.7599,16.6077,31.1541,31.0941,79.4748,77.675,78.528,99.9912,0.0088,0.0,0.0,0.0,18.3019
en_XX_multiEnEsRu,38.5427,15.6452,30.5357,30.4859,36.9529,15.1722,29.6545,29.5982,79.1657,76.9121,77.9864,99.9766,0.0234,0.0,0.0,0.0,17.283
en_XX_multiEnEsRu_adv_kldivloss,37.6307,14.7193,29.6429,29.612,36.093,14.2818,28.7654,28.7299,78.9969,76.4049,77.6421,99.9732,0.0268,0.0,0.0,0.0,16.7994
en_XX_multiEnEsRu_adv_nll,38.5833,15.5647,30.5752,30.5455,36.9942,15.0933,29.6697,29.6327,79.258,76.8484,77.9976,100.0,0.0,0.0,0.0,0.0,17.3237
es_Benchmark,31.5071,11.8767,24.0746,,,,,,,,,,,,,,
es_XX_baseline,34.6776,13.1532,26.1849,26.1797,33.1585,12.7518,25.3952,25.3899,75.5481,72.8577,74.1227,0.021,99.979,0.0,0.0,0.0,20.7046
es_XX_multiEnEsRu,34.1861,12.7267,25.7042,25.6987,32.6575,12.3412,24.9067,24.8997,75.2232,72.7892,73.932,0.0,100.0,0.0,0.0,0.0,21.0641
es_XX_multiEnEsRu_adv_kldivloss,33.4211,12.0715,25.1224,25.1164,31.9262,11.6934,24.3566,24.3496,75.1311,72.2697,73.622,0.0197,99.9803,0.0,0.0,0.0,19.7653
es_XX_multiEnEsRu_adv_nll,33.894,12.4809,25.4862,25.4805,32.3801,12.086,24.7328,24.7269,75.1574,72.7028,73.8584,0.0,99.979,0.0,0.0,0.021,20.8834
es_XX_tuned_10,29.5532,8.3288,21.4426,21.444,28.0871,7.9885,20.7284,20.7284,72.66,70.9213,71.7294,0.021,99.979,0.0,0.0,0.0,23.2319
es_XX_tuned_100,30.4053,9.0391,22.1543,22.1541,28.8749,8.6606,21.3791,21.3786,73.0373,71.4021,72.1603,0.0,100.0,0.0,0.0,0.0,22.7443
es_XX_tuned_1000,32.1469,10.4479,23.6535,23.6485,30.5382,10.0477,22.8179,22.8107,73.9658,71.9751,72.9015,0.0,100.0,0.0,0.0,0.0,22.2053
es_XX_tuned_10000,33.4268,11.8154,24.7942,24.7904,31.919,11.4308,24.0054,24.0014,74.6094,72.2947,73.3722,0.0,100.0,0.0,0.0,0.0,21.8111
es_XX_tuned_all,34.3191,13.1865,26.1514,26.1474,32.8819,12.8074,25.3977,25.3924,75.9605,72.3696,74.0629,0.0,100.0,0.0,0.0,0.0,18.5034
es_XX_zero,8.2211,1.2354,6.5052,6.4942,7.2444,1.1617,5.8876,5.8757,64.4767,68.3257,66.3152,99.536,0.464,0.0,0.0,0.0,56.1057
es_translated,22.8867,4.3585,16.6634,16.6594,21.7834,4.141,16.0988,16.0946,68.3596,67.7264,68.0021,0.0,100.0,0.0,0.0,0.0,27.5945
gu_Benchmark,21.9619,7.7417,19.86,,,,,,,,,,,,,,
gu_IN_baseline,22.9122,8.2996,20.5285,20.4815,22.9122,8.2996,20.5285,20.4815,75.1167,73.6524,74.3272,0.0,0.0,0.0,100.0,0.0,16.9903
gu_IN_multiEnEsRu,17.5248,5.2489,15.4057,15.3837,17.5248,5.2489,15.4057,15.3837,72.9602,70.9748,71.9039,0.0,0.0,0.2641,99.7359,0.0,15.618
gu_IN_multiEnEsRu_10,19.0604,5.8453,17.1604,17.1387,19.0604,5.8453,17.1604,17.1387,73.8401,71.9218,72.8223,0.0,0.0,0.0,100.0,0.0,16.8539
gu_IN_multiEnEsRu_100,19.9408,6.0766,17.4543,17.4476,19.9408,6.0766,17.4543,17.4476,73.7958,72.6971,73.1971,0.0,0.0,0.0,100.0,0.0,18.618
gu_IN_multiEnEsRu_1000,20.6702,6.6311,18.3803,18.3723,20.6702,6.6311,18.3803,18.3723,74.2679,72.9423,73.5524,0.0,0.0,0.0,100.0,0.0,17.4076
gu_IN_multiEnEsRu_adv_kldivloss,0.1901,0.0066,0.1901,0.1191,0.1901,0.0066,0.1901,0.1191,58.0416,58.6685,58.34,28.6092,0.1761,71.2148,0.0,0.0,58.3609
gu_IN_multiEnEsRu_adv_kldivloss_10,18.3585,4.4576,16.1175,16.1006,18.3585,4.4576,16.1175,16.1006,73.7044,70.9872,72.2775,0.0,0.0,0.0,100.0,0.0,15.3741
gu_IN_multiEnEsRu_adv_kldivloss_100,19.185,5.3862,16.9042,16.9124,19.185,5.3862,16.9042,16.9124,73.9123,72.0113,72.9048,0.0,0.0,0.0,100.0,0.0,15.8979
gu_IN_multiEnEsRu_adv_kldivloss_1000,20.5852,6.4191,18.3924,18.3754,20.5852,6.4191,18.3924,18.3754,74.4436,72.6603,73.4982,0.0,0.0,0.0,100.0,0.0,15.9683
gu_IN_multiEnEsRu_adv_kldivloss_all,22.0486,7.7239,19.7743,19.7427,22.0486,7.7239,19.7743,19.7427,75.171,73.1993,74.1254,0.0,0.0,0.0,100.0,0.0,15.3864
gu_IN_multiEnEsRu_adv_nll,13.7018,3.6976,11.6216,11.5829,13.7018,3.6976,11.6216,11.5829,69.4666,68.9692,69.1519,0.0,0.0,12.6427,87.3573,0.0,20.4357
gu_IN_multiEnEsRu_all,22.9117,8.1471,20.8124,20.78,22.9117,8.1471,20.8124,20.78,75.6719,73.1387,74.3349,0.0,0.0,0.0,100.0,0.0,14.8002
gu_IN_tuned_10,18.8491,5.3208,16.5886,16.5826,18.8491,5.3208,16.5886,16.5826,73.5467,71.482,72.4565,0.0,0.0,0.0,100.0,0.0,16.9974
