,rouge1_with_stemming,rouge2_with_stemming,rougeL_with_stemming,rougeLsum_with_stemming,rouge1_without_stemming,rouge2_without_stemming,rougeL_without_stemming,rougeLsum_without_stemming,bert_score_precision,bert_score_recall,bert_score_f1,en_prob,es_prob,ru_prob,gu_prob,tr_prob,gen_len
en_XX_tr_TR_mono,2.6621,0.4488,2.4793,2.4291,2.5582,0.4378,2.3717,2.3208,60.1739,61.5354,60.8048,100.0,0.0,0.0,0.0,0.0,65.6743
en_XX_tr_TR_mono_10,3.5544,0.6606,3.2947,3.2441,3.4403,0.6457,3.1937,3.1433,60.745,61.1952,60.8933,90.9914,7.9433,0.4463,0.072,0.547,49.8567
en_XX_tr_TR_mono_100,15.5404,3.2249,13.2631,13.2255,15.4775,3.223,13.2127,13.1729,71.441,68.9964,70.1498,0.1114,0.0008,0.0,0.0,99.8878,18.9599
en_XX_tr_TR_mono_1000,20.4628,5.7086,17.8122,17.737,20.3778,5.6851,17.733,17.6582,73.6265,70.8723,72.1748,0.2078,0.079,0.0,0.0,99.7132,18.6239
en_XX_tr_TR_mono_adv_kldivloss,2.5968,0.4792,2.3984,2.3301,2.5194,0.4706,2.3239,2.2599,60.5031,62.1492,61.2748,49.4266,45.2982,5.2752,0.0,0.0,63.5229
es_XX_en_XX_mono,2.3547,0.1246,2.1627,2.137,2.1242,0.1229,1.9659,1.9393,65.0172,70.3639,67.5457,0.0276,99.9632,0.0046,0.0,0.0046,64.1086
es_XX_en_XX_mono_10,33.092,10.1757,26.2118,26.2106,31.4755,9.7289,25.1121,25.1107,76.8595,75.519,76.126,99.6757,0.3,0.0098,0.0001,0.0144,27.1802
es_XX_en_XX_mono_100,33.5294,10.4942,26.5426,26.5432,31.8603,10.0309,25.4081,25.4065,76.9082,75.9123,76.346,99.7399,0.2386,0.0132,0.0003,0.008,27.5792
es_XX_en_XX_mono_1000,34.1671,11.0207,27.0929,27.0885,32.4632,10.5153,25.9263,25.9215,77.3027,76.2089,76.6911,99.8123,0.1561,0.0068,0.0046,0.0203,27.7345
es_XX_en_XX_mono_10000,35.7237,12.4128,28.7098,28.7093,33.9851,11.8556,27.4708,27.469,78.2247,76.423,77.2513,99.7256,0.2493,0.0113,0.0047,0.0091,25.7599
es_XX_en_XX_mono_adv_kldivloss,33.6927,10.681,26.582,26.5878,32.0662,10.2227,25.4815,25.4838,76.4063,76.0316,76.1595,99.6255,0.3523,0.0097,0.0001,0.0124,30.9816
es_XX_ru_RU_mono,0.5578,0.1054,0.5325,0.5037,0.5552,0.1052,0.5305,0.5018,63.5682,65.5168,64.4993,0.0,99.9542,0.0458,0.0,0.0,65.0783
es_XX_ru_RU_mono_10,16.3536,4.0353,13.733,13.7256,16.3523,4.0351,13.7324,13.7253,73.5984,72.2642,72.8674,0.0,0.0,100.0,0.0,0.0,22.1806
es_XX_ru_RU_mono_100,17.3893,4.2941,14.4029,14.3896,17.3881,4.2941,14.4019,14.3892,73.8154,72.9783,73.3412,0.0,0.0,100.0,0.0,0.0,23.8298
es_XX_ru_RU_mono_1000,18.22,4.7271,15.1874,15.1755,18.2183,4.7268,15.1869,15.1744,74.3015,73.2454,73.7135,0.0,0.0,100.0,0.0,0.0,22.8831
es_XX_ru_RU_mono_10000,19.5718,5.4982,16.5352,16.5193,19.5697,5.4977,16.5347,16.5186,75.2651,73.6878,74.4105,0.0,0.0,100.0,0.0,0.0,21.7216
es_XX_ru_RU_mono_adv_kldivloss,17.5824,4.3249,14.518,14.5076,17.5786,4.324,14.5168,14.5066,73.1336,73.0358,73.0304,0.0,0.0,100.0,0.0,0.0,26.8187
ru_RU_en_XX_mono,0.6986,0.1198,0.6565,0.6354,0.6778,0.1191,0.6399,0.6184,60.2086,66.0918,62.9815,0.0,0.0,100.0,0.0,0.0,46.5173
ru_RU_en_XX_mono_10,30.096,9.0449,24.2603,24.2563,28.516,8.6152,23.1204,23.1175,76.8504,74.5394,75.6163,99.6535,0.3166,0.0132,0.0003,0.0164,22.9501
ru_RU_en_XX_mono_100,31.5549,9.5243,25.1302,25.1329,29.952,9.0887,24.0203,24.0225,76.6235,75.3544,75.9253,99.7705,0.2033,0.0116,0.0003,0.0143,26.0191
ru_RU_en_XX_mono_1000,31.9173,9.9587,25.4708,25.4658,30.3046,9.5058,24.3633,24.3544,76.78,75.585,76.1162,99.7712,0.1853,0.0056,0.013,0.0249,26.3787
ru_RU_en_XX_mono_10000,33.5295,11.3353,27.0346,27.0317,31.857,10.821,25.8739,25.8766,77.6541,75.8448,76.6766,99.7432,0.2136,0.0251,0.0003,0.0178,24.3442
ru_RU_en_XX_mono_adv_kldivloss,31.6526,9.7685,24.9314,24.927,30.1151,9.3299,23.8879,23.8787,75.7169,75.4686,75.5287,99.8145,0.1608,0.0009,0.0,0.0238,30.6993
tr_TR_en_XX_mono,4.7008,1.2784,4.2131,4.1961,4.4896,1.2529,4.0419,4.0186,62.002,66.3259,64.0314,10.7113,0.0425,89.2355,0.0004,0.0104,42.078
tr_TR_en_XX_mono_10,32.4242,10.3879,25.4629,25.4458,31.135,10.0862,24.6329,24.6068,75.8765,75.2913,75.524,99.826,0.1611,0.0097,0.0004,0.0028,27.578
tr_TR_en_XX_mono_100,33.5405,11.0833,26.7599,26.7878,32.2294,10.6934,25.8778,25.8931,76.9142,75.7468,76.2689,99.9362,0.0578,0.0,0.0,0.006,26.6433
tr_TR_en_XX_mono_1000,35.7605,13.3572,28.8335,28.8773,34.4206,12.9314,27.9551,27.9807,78.0322,76.2934,77.091,99.7062,0.1776,0.0008,0.1113,0.0041,25.1995
